3027
8  	8914.37  	1490.87  	11.95  	4  
7  	8802.72  	1514.11  	12.12  	2  
7  	9075.56  	1519.22  	11.96  	4  
9  	7423.5  	1542.78  	14.56  	4  
6  	8485.19  	1564.11  	10.82  	4  
8  	7008.6  	1585.36  	10.5  	2  
2  	9664.44  	1589.22  	12.63  	4  
8  	6611.56  	1589.33  	21.33  	2  
8  	6878.15  	1600.17  	13.5  	4  
7  	5921.09  	1613.86  	26.53  	2  
8  	6702.73  	1617.5  	27.93  	4  
5  	7703.84  	1626.71  	10.18  	2  
5  	8493  	1627.93  	16.42  	2  
6  	8882.02  	1628.38  	12.17  	2  
5  	9848.88  	1638.45  	25.26  	2  
4  	7966.9  	1639.13  	15.38  	4  
3  	7298.08  	1645.71  	13.73  	2  
7  	6248.05  	1661.23  	22.78  	4  
4  	8010.01  	1663.57  	15.74  	2  
2  	9197.68  	1664.69  	16.11  	2  
5  	8332.82  	1672.21  	12.11  	2  
4  	9395.19  	1691.35  	41.2  	2  
6  	5640.94  	1694.81  	29.71  	4  
7  	6507.66  	1697.39  	18.1  	2  
7  	9777.7  	1702.1  	10.29  	2  
4  	9729.9  	1703.9  	16.91  	2  
5  	8165.5  	1713.47  	15.34  	4  
1  	9615.02  	1715.22  	19.4  	2  
6  	6077.13  	1721.01  	13.37  	2  
2  	7144.22  	1721.89  	18.02  	2  
7  	8334.78  	1723.22  	59.09  	2  
4  	9624.37  	1724.96  	24.83  	4  
2  	7237.31  	1727.67  	10.75  	2  
9  	8081.67  	1733.5  	15.36  	4  
6  	5919.76  	1733.92  	23.73  	2  
3  	9376.76  	1740.05  	20.14  	2  
3  	9227.36  	1741.16  	42.59  	4  
3  	9708.08  	1741.18  	27.22  	4  
4  	7851.11  	1745.77  	12.47  	2  
3  	9718.62  	1746.83  	16.12  	2  
7  	9730.26  	1750.92  	27.19  	4  
6  	9484.35  	1751.47  	21.14  	4  
3  	9542.24  	1751.8  	10.73  	4  
7  	6799.37  	1753.73  	31.93  	2  
6  	9693.03  	1753.78  	41.96  	2  
1  	9074.27  	1757.05  	14.16  	4  
6  	8559.21  	1759.84  	13.93  	2  
2  	7264.12  	1760.84  	24.91  	4  
6  	9876.22  	1763.96  	38.93  	2  
5  	9838.67  	1765.2  	12.14  	4  
7  	7062.6  	1765.5  	11.72  	4  
1  	9005.07  	1767.76  	20.68  	2  
5  	5396.34  	1775.36  	32.83  	2  
6  	7702.16  	1781.07  	77.5  	2  
1  	9045.43  	1781.31  	45.73  	4  
2  	9380.5  	1785.04  	27.59  	2  
6  	8033.58  	1785.54  	63.07  	4  
0  	9049.22  	1787.83  	17.62  	2  
6  	9823.67  	1790.09  	10.93  	4  
8  	6878.15  	1792.92  	10.57  	4  
6  	6186.64  	1793.86  	32.58  	2  
6  	6452.03  	1794.36  	12.84  	4  
1  	7018.97  	1796.17  	23.53  	4  
7  	6507.66  	1796.71  	13.23  	2  
1  	7038.95  	1798.11  	15.33  	2  
8  	7787.14  	1798.15  	27.46  	4  
8  	3764.95  	1798.44  	49.87  	4  
9  	9116.87  	1799.3  	26.02  	2  
5  	5766.29  	1800.38  	11.35  	4  
2  	9197.68  	1801.79  	11.5  	2  
5  	7988.98  	1802.34  	17.59  	2  
9  	8697.97  	1803.07  	46.31  	4  
2  	9101.38  	1803.31  	41.34  	2  
5  	9838.67  	1805.09  	77.76  	4  
6  	9484.35  	1805.34  	27.43  	4  
5  	5626.71  	1806.71  	23.82  	2  
9  	8554.53  	1806.93  	39.95  	2  
7  	9596.92  	1809.79  	62.89  	4  
9  	8374.69  	1810.19  	49.41  	2  
8  	8306.14  	1811.23  	16.52  	4  
3  	9542.24  	1811.55  	49.23  	4  
6  	9678.98  	1811.94  	41.46  	2  
6  	9249.29  	1813.71  	29.67  	2  
0  	9590.56  	1814.12  	24.42  	2  
7  	9822.67  	1815.84  	68.41  	2  
9  	8808.01  	1816.89  	19.29  	2  
7  	7358.45  	1818.31  	22.92  	2  
5  	9383.7  	1820.15  	47.82  	2  
3  	8211.1  	1821.57  	18.06  	4  
4  	7730.69  	1823.58  	12.69  	4  
5  	9527.83  	1823.8  	40.37  	4  
5  	9203.85  	1824.1  	55.08  	2  
5  	5907.11  	1824.18  	13.71  	4  
9  	8173.65  	1825.48  	46.49  	4  
5  	9592.16  	1825.99  	13.89  	2  
8  	4158.44  	1826.16  	45.76  	2  
6  	9561.24  	1828.35  	20.25  	4  
8  	8075.61  	1829.42  	29.56  	2  
3  	8196.5  	1829.68  	15.47  	2  
2  	9266.02  	1832.08  	11.09  	4  
5  	9536.23  	1834.07  	118.3  	2  
6  	9232.83  	1834.65  	14.14  	2  
6  	9636.49  	1834.66  	51.66  	2  
5  	8985.66  	1835.76  	46.69  	4  
5  	9636.86  	1836.13  	36.38  	2  
7  	9596.92  	1838.38  	10.02  	4  
8  	8224.37  	1839.3  	27.97  	2  
8  	8432.21  	1842.24  	29.99  	2  
1  	9147.95  	1843.07  	29.52  	2  
5  	9702.06  	1843.31  	34.05  	2  
5  	8822.58  	1843.39  	13.33  	4  
9  	5264.18  	1843.53  	36.93  	2  
8  	8006.84  	1845.36  	35.32  	2  
7  	9665.96  	1846.16  	40.14  	2  
5  	7766.17  	1846.41  	65.85  	2  
5  	7488.02  	1847.09  	84.73  	4  
7  	7145.04  	1847.94  	27.72  	4  
7  	7679.01  	1847.97  	20.32  	4  
9  	9100.76  	1848.55  	21.83  	4  
4  	9618.34  	1852.18  	63.35  	2  
8  	7819.8  	1852.25  	51.93  	2  
6  	8997.59  	1852.55  	67.11  	4  
5  	8192.5  	1853.08  	50.5  	2  
8  	7399.56  	1853.38  	66.38  	4  
6  	9408.46  	1854.03  	53.29  	2  
8  	7633.56  	1854.81  	59.51  	2  
4  	5187.62  	1855.2  	35.63  	2  
7  	7554.43  	1856.03  	33.3  	2  
4  	8184.07  	1856.3  	10.21  	4  
8  	8497.64  	1856.48  	32.98  	2  
4  	9845.75  	1856.77  	27.08  	2  
5  	9177.36  	1857.66  	47.08  	4  
3  	8157.07  	1857.79  	12.15  	2  
7  	7398.18  	1858.04  	14.94  	2  
3  	5241.46  	1858.53  	18.72  	4  
3  	5218.19  	1859.19  	17.9  	2  
3  	5146.67  	1859.41  	14.68  	2  
5  	9848.88  	1859.9  	24.86  	2  
8  	8518.73  	1860.5  	33.57  	4  
1  	9005.07  	1860.85  	35.43  	2  
3  	9712.11  	1861  	29.46  	2  
4  	9395.19  	1861.38  	17.8  	2  
6  	9220.07  	1861.63  	35.41  	2  
5  	9013.35  	1863.45  	14.15  	4  
8  	4503.15  	1865.19  	41.89  	2  
5  	8985.66  	1865.63  	20.43  	4  
5  	9165.95  	1868.19  	46.37  	2  
8  	7979.34  	1868.29  	51.06  	4  
6  	8833.38  	1870.41  	16.51  	2  
7  	9690.96  	1871.16  	12.11  	2  
6  	9232.83  	1874.38  	47.43  	2  
7  	7440.84  	1875.91  	25.91  	4  
7  	7275.98  	1877  	48.18  	4  
4  	9729.9  	1878.79  	16.34  	2  
6  	6778.49  	1880.5  	41.8  	2  
0  	6942.06  	1880.89  	29.64  	2  
4  	5370.21  	1880.99  	22.02  	4  
5  	8954.55  	1881.77  	12.75  	2  
6  	9561.24  	1882.23  	37.16  	4  
7  	3466.14  	1883  	56.75  	2  
9  	5546.18  	1883.74  	36.69  	4  
4  	9521.09  	1884.38  	21.57  	2  
7  	7801.83  	1884.54  	33.28  	2  
4  	9113.73  	1885.74  	50.1  	4  
4  	9217.42  	1887.17  	41.07  	2  
4  	8970.35  	1887.54  	62.08  	2  
7  	7129.14  	1888.4  	20.69  	2  
8  	8383.52  	1888.61  	20  	4  
4  	9377.59  	1889.57  	124.9  	4  
7  	7358.45  	1889.85  	19.35  	2  
5  	9122  	1890.38  	52.52  	2  
4  	9282.07  	1891.46  	36.18  	2  
1  	9686.65  	1892.26  	27.13  	4  
4  	9303.91  	1893.31  	34.68  	4  
5  	9013.35  	1893.32  	49.85  	4  
4  	9624.37  	1893.68  	22.12  	4  
7  	8334.78  	1893.73  	10.49  	2  
7  	7867.04  	1895.51  	34.35  	2  
6  	9548.69  	1896.14  	18.71  	2  
3  	9227.36  	1897.48  	25.35  	4  
6  	6970.15  	1897.6  	40.64  	2  
4  	8788.51  	1898.82  	78.37  	2  
6  	9364.64  	1899.64  	29.9  	2  
4  	8509.02  	1900.37  	14.83  	2  
5  	8475.77  	1900.95  	74.09  	4  
7  	7732.89  	1901.85  	13.72  	4  
5  	8873.89  	1903.74  	13.7  	2  
7  	3812.91  	1904.24  	50.81  	2  
6  	9345.51  	1904.67  	47.71  	4  
8  	4798.65  	1905.48  	39.33  	4  
4  	9895.18  	1906.21  	20.48  	2  
4  	7533.81  	1907.09  	67.19  	2  
5  	8619.04  	1907.8  	54.19  	4  
5  	8729.66  	1907.95  	17.66  	2  
4  	9618.34  	1909.31  	21.55  	2  
3  	9360.06  	1909.91  	40.71  	2  
7  	7151.65  	1910.92  	37.25  	2  
2  	9266.02  	1911.65  	28.18  	4  
5  	7988.98  	1911.85  	15.8  	2  
6  	9582.46  	1912.97  	22.28  	4  
4  	7309.32  	1912.99  	92.08  	2  
6  	8033.58  	1913.18  	11.71  	4  
8  	8075.61  	1914.13  	20.04  	2  
6  	7120.03  	1914.22  	30.99  	4  
4  	8419.38  	1915.23  	20.21  	4  
3  	9376.76  	1915.23  	29.05  	2  
5  	8710.18  	1915.7  	13.86  	2  
9  	5778.75  	1916.7  	36.85  	2  
6  	6574.82  	1917.15  	37.23  	4  
7  	9690.96  	1917.63  	22.39  	2  
2  	9379.96  	1918.43  	36.03  	2  
7  	6962.97  	1919.85  	60.86  	2  
7  	9554.3  	1920.74  	49.1  	2  
7  	6719.94  	1921.29  	76.16  	4  
2  	9872.07  	1921.9  	16.49  	2  
7  	7464.99  	1922.36  	47.38  	2  
6  	6821.72  	1924.15  	15.02  	2  
3  	9457.97  	1924.16  	71.79  	2  
6  	9078.22  	1926.56  	53.96  	2  
6  	7231.62  	1927.73  	36.01  	2  
5  	8898.01  	1927.86  	65.91  	2  
5  	8165.5  	1928.2  	18.94  	4  
9  	6161.48  	1928.98  	21.45  	2  
7  	7398.18  	1929.58  	39.49  	2  
2  	9101.38  	1929.78  	30.74  	2  
3  	7165.69  	1930.58  	10.13  	2  
5  	7766.17  	1930.89  	13.43  	2  
4  	8726.68  	1930.96  	43.51  	2  
5  	9059.8  	1931.44  	16.97  	2  
5  	8710.18  	1931.69  	80.09  	2  
2  	7950.17  	1933.33  	29.17  	2  
3  	5014.81  	1933.65  	37.86  	4  
5  	8728.92  	1934.44  	29.28  	2  
6  	8997.59  	1934.99  	26.48  	4  
7  	9914.99  	1935.65  	51.09  	4  
7  	4113.78  	1935.71  	45.29  	4  
4  	9702.64  	1936.47  	23.53  	2  
6  	7297.76  	1936.9  	35.59  	2  
8  	7361.05  	1937.81  	25.01  	2  
7  	6441.04  	1937.89  	95.02  	2  
3  	9247.6  	1938.28  	125.4  	2  
5  	6263.84  	1938.68  	10.53  	2  
8  	5043.12  	1939.91  	38.27  	2  
6  	7319.7  	1939.93  	35.44  	4  
2  	7058.51  	1941.45  	11.36  	4  
